code,cname,pe,pb,mv
688272,富吉瑞,65.41,2.5,1258560000.0
600187,国中水务,537.41,1.76,5567544805.0
300675,建科院,-37.37,3.7,2125200483.0
301075,多瑞医药,-240.14,2.13,1573600000.0
002457,青龙管业,28.06,1.75,4028520544.0
002887,绿茵生态,24.36,0.91,2007263784.0
873833,美心翼申,24.03,1.22,739592800.0
688523,航天环宇,175.44,5.13,8011467200.0
688187,时代电气,24.92,1.9,75093933958.0
603277,银都股份,15.87,3.91,11005622285.0
002514,宝馨科技,-16.44,4.14,3484965838.0
832171,志晟信息,-33.23,3.91,1074500279.0
600066,宇通客车,17.63,4.84,59001480293.0
600537,亿晶光电,-3.5,1.6,3285815600.0
002625,光启技术,82.58,6.93,59682083777.0
002092,ST中泰,-20.33,0.44,9867974360.0
301042,安联锐视,26.05,2.19,2368322075.0
000002,万科Ａ,-5.67,0.46,111790747743.0
300582,英飞特,47.49,2.21,3316740382.0
836422,润普食品,36.89,1.33,553016938.0
688307,中润光学,45.78,2.27,1864720000.0
002857,三晖电气,-44.51,2.82,1391164131.0
835179,凯德石英,41.0,2.27,1616250000.0
872392,佳合科技,15.85,2.11,673876000.0
301387,光大同创,-1866.15,2.08,3334233210.0
601098,中南传媒,15.75,1.63,24371720000.0
600084,中信尼雅,-587.13,4.61,5865854053.0
300283,温州宏丰,-463.08,2.96,2435239280.0
002796,世嘉科技,71.63,2.99,2549512175.0
002149,西部材料,37.35,2.42,7142574829.0
871694,中裕科技,16.83,1.66,1248035600.0
600148,长春一东,1786.49,5.13,2417100966.0
836504,博迅生物,77.78,3.21,604496745.0
002060,广东建工,15.75,1.12,14416870049.0
688496,清越科技,-46.46,3.39,3613500000.0
603091,众鑫股份,17.24,2.61,4712185969.0
600173,卧龙地产,13.9,0.77,2935121162.0
000868,安凯客车,316.5,5.35,4594227054.0
002368,太极股份,-41.12,2.61,13062927755.0
002819,东方中科,-81.32,2.04,8465731836.0
831175,派诺科技,122.39,1.28,946562900.0
300074,华平股份,-15.99,2.05,2062692904.0
002825,纳尔股份,18.75,1.64,2401041306.0
002081,金螳螂,13.54,0.69,9320186148.0
000965,天保基建,327.68,0.65,3507065628.0
002212,天融信,-16.11,0.72,6628530800.0
601137,博威合金,10.14,1.8,12924692563.0
301081,严牌股份,28.64,1.74,1664690367.0
688158,优刻得-W,-27.93,2.4,6057881233.0
002800,天顺股份,108.35,3.31,1714369534.0
601158,重庆水务,28.44,1.42,23664000000.0
688096,京源环保,-132.4,1.42,1074169020.0
603516,淳中科技,72.53,4.22,5691938168.0
833230,欧康医药,29.85,2.1,826651246.0
603408,建霖家居,10.37,1.72,5370876000.0
300806,斯迪克,80.76,2.4,5280950860.0
301317,鑫磊股份,36.52,2.75,2830991900.0
002203,海亮股份,14.27,1.29,17645163755.0
688695,中创股份,689.92,3.53,2734401803.0
300730,科创信息,-40.47,9.7,3240907448.0
002233,塔牌集团,20.53,0.8,9287822375.0
600862,中航高科,24.94,4.61,30103791202.0
688045,必易微,-91.08,1.44,1932679803.0
601666,平煤股份,9.45,1.11,26310797228.0
600038,中直股份,56.15,2.09,33410648430.0
000651,格力电器,9.96,2.39,281570287050.0
603296,华勤技术,22.18,2.72,57286072062.0
603132,金徽股份,27.49,3.93,11794680000.0
000056,皇庭国际,-8.66,3.05,2577488974.0
600686,金龙汽车,63.29,2.65,8403795727.0
300136,信维通信,54.26,3.09,22002510828.0
832000,安徽凤凰,12.4,1.26,716937600.0
600562,国睿科技,28.1,3.4,19422656618.0
002991,甘源食品,17.72,3.49,5903358577.0
300627,华测导航,39.21,6.13,19702776737.0
600619,海立股份,1182.64,1.64,9939169200.0
873527,夜光明,35.55,1.37,513365085.0
300157,新锦动力,-14.18,-10.54,2067926532.0
300492,华图山鼎,43.43,29.63,10563177679.0
600967,内蒙一机,25.31,1.13,13348672018.0
002848,高斯贝尔,-19.18,9.03,1310456000.0
603308,应流股份,27.08,1.8,8229921665.0
000608,阳光股份,-56.09,0.66,1604814481.0
603177,德创环保,40.21,4.14,1639001500.0
002594,比亚迪,32.94,6.29,898090369439.0
000807,云铝股份,10.32,1.95,51984681501.0
002160,常铝股份,58.2,1.01,3687028766.0
000547,航天发展,-16.48,1.84,11988512018.0
603729,龙韵股份,-78.17,3.57,1267530040.0
603036,如通股份,25.65,1.79,2282546757.0
872351,华光源海,42.09,1.34,598640985.0
000011,深物业A,289.5,1.19,5334012873.0
301508,中机认检,63.58,4.63,8674889124.0
301588,美新科技,36.87,2.75,2472449283.0
601818,光大银行,4.33,0.46,212117128309.0
300780,德恩精工,-42.27,1.91,2211783600.0
002853,皮阿诺,165.13,1.09,1473687709.0
002225,濮耐股份,14.98,1.19,3990999487.0
603198,迎驾贡酒,18.77,5.97,51752000000.0
600458,时代新材,18.71,1.42,8303099191.0
603333,尚纬股份,-435.8,1.05,2237499310.0
600928,西安银行,5.98,0.5,16000000002.0
000586,汇源通信,-135.13,4.89,1601683200.0
000520,凤凰航运,-97.73,5.5,2914800350.0
002078,太阳纸业,11.45,1.44,40269798645.0
002014,永新股份,16.54,2.59,5959545856.0
601766,中国中车,28.32,1.48,237913583290.0
000680,山推股份,14.22,2.06,11897596377.0
688615,合合信息,50.56,8.97,22320000000.0
688123,聚辰股份,30.98,4.33,8856558569.0
600517,国网英大,16.89,1.47,30936737375.0
300402,宝色股份,46.12,2.46,3515414912.0
600796,钱江生化,24.71,1.27,4064287243.0
000859,国风新材,-42.57,1.26,3557025796.0
002036,联创电子,-71.27,3.47,9264522630.0
000929,兰州黄河,-73.74,2.09,1209336660.0
002266,浙富控股,17.55,1.56,17014824771.0
300320,海达股份,36.63,2.53,5663626079.0
301037,保立佳,-30.01,1.83,1421434897.0
600475,华光环能,11.34,1.06,9014756824.0
300150,世纪瑞尔,68.44,1.54,2334573151.0
603950,长源东谷,22.84,1.71,4353076644.0
002771,真视通,-150.93,6.4,4191086718.0
002240,盛新锂能,-34.91,1.05,13054337406.0
300467,迅游科技,90.07,5.02,3102938777.0
600310,广西能源,256.3,1.98,5862842888.0
873706,铁拓机械,12.6,1.69,907419506.0
836942,恒立钻具,15.55,1.29,602232122.0
600261,阳光照明,26.57,1.15,3885004131.0
003038,鑫铂股份,11.66,1.15,3545773381.0
605277,新亚电子,27.46,2.9,4131547105.0
600408,安泰集团,-5.0,1.1,1832376000.0
002931,锋龙股份,1410.18,2.56,1863561636.0
300401,花园生物,27.15,2.78,7717190646.0
600592,龙溪股份,29.42,1.57,3787767853.0
600510,黑牡丹,44.65,0.49,4932253457.0
300866,安克创新,25.55,5.39,44569421783.0
002333,罗普斯金,58.27,1.99,3691838656.0
000605,渤海股份,59.04,0.9,1929042542.0
601118,海南橡胶,-42.15,2.68,24991858334.0
600784,鲁银投资,11.09,1.3,3945809298.0
301132,满坤科技,51.13,2.35,3984639400.0
001313,粤海饲料,-53.33,1.98,5117000000.0
000881,中广核技,-37.95,1.19,6570709414.0
600969,郴电国际,57.53,0.64,2301714010.0
002097,山河智能,97.9,1.46,6684119382.0
300215,电科院,481.34,2.09,4112527087.0
301486,致尚科技,63.52,2.05,5088046542.0
600736,苏州高新,19.22,0.74,5480154237.0
600019,宝钢股份,16.84,0.76,153017275509.0
300348,长亮科技,3131.19,5.76,11504290967.0
002552,宝鼎科技,24.43,2.6,4947444092.0
300140,节能环境,22.11,1.42,19338178180.0
600312,平高电气,27.07,2.81,28888854669.0
300614,百川畅银,-18.48,1.2,1649272252.0
000573,粤宏远Ａ,-122.51,1.01,1640381152.0
600690,海尔智家,14.56,2.87,303349588088.0
601512,中新集团,10.3,0.81,11571430800.0
835985,海泰新能,12.55,1.54,2048732444.0
601886,江河集团,9.7,0.89,6254171371.0
300590,移为通信,32.56,3.58,6426678200.0
834021,流金科技,332.98,2.06,1365779925.0
000856,冀东装备,44.83,3.76,1589000000.0
870357,雅葆轩,27.22,3.75,1327726400.0
301025,读客文化,172.64,6.41,3983078530.0
603506,南都物业,38.78,1.46,1592355566.0
600101,明星电力,27.39,1.62,4645873754.0
000596,古井贡酒,14.37,4.52,102675264000.0
002151,北斗星通,-169.0,2.72,14860180136.0
300835,龙磁科技,24.57,3.03,3177680084.0
833075,柏星龙,15.49,2.13,839354250.0
832278,鹿得医疗,41.08,2.54,976800000.0
603109,神驰机电,24.31,1.59,2859272044.0
600425,青松建化,13.79,0.94,5937403716.0
300410,正业科技,-14.46,5.97,2173319598.0
002523,天桥起重,71.72,1.6,3669099672.0
002072,凯瑞德,191.87,30.58,1768540800.0
600007,中国国贸,17.9,2.71,24617985131.0
002140,东华科技,13.14,1.33,5508552149.0
600692,亚通股份,79.6,2.21,2085960900.0
605199,葫芦娃,32.97,4.52,5193411601.0
301002,崧盛股份,59.61,2.66,2096271640.0
873339,恒太照明,23.58,1.95,1063584354.0
000688,国城矿业,149.88,4.45,12887069101.0
300269,联建光电,-99.48,27.17,2042703429.0
002319,乐通股份,-54.34,28.97,1860000000.0
001376,百通能源,36.18,7.48,7715466000.0
300701,森霸传感,68.82,2.75,2524824613.0
300550,和仁科技,-115.96,3.14,3324011385.0
603053,成都燃气,15.1,1.86,8275565900.0
300650,太龙股份,52.98,1.94,2357598161.0
300154,瑞凌股份,23.51,1.6,2679348998.0
300346,南大光电,57.19,8.12,20439334021.0
605077,华康股份,15.65,1.5,4330649527.0
001309,德明利,15.73,8.04,12193476342.0
301312,智立方,90.23,3.34,3841854333.0
834407,驰诚股份,30.08,2.69,685699200.0
603330,天洋新材,-255.69,1.29,2258556448.0
601658,邮储银行,5.69,0.69,555302025813.0
688590,新致软件,87.06,2.73,3699826798.0
301046,能辉科技,50.16,4.0,3188413273.0
301020,密封科技,30.95,3.16,2846016000.0
600237,铜峰电子,37.99,2.01,3537829560.0
002691,冀凯股份,182.59,2.12,1910800000.0
603100,川仪股份,13.54,2.43,9816432660.0
838171,邦德股份,15.03,2.76,1427160000.0
831304,迪尔化工,12.07,2.58,1217160000.0
603992,松霖科技,17.98,2.94,7955775458.0
688588,凌志软件,199.44,3.53,4052101330.0
600020,中原高速,7.54,0.83,9281645666.0
301280,珠城科技,19.49,2.27,3852314943.0
601390,中国中铁,5.87,0.58,167561763861.0
300818,耐普矿机,24.27,2.92,4093833497.0
600558,大西洋,27.35,1.46,3383970213.0
002694,顾地科技,-35.81,5.52,2876829696.0
603057,紫燕食品,17.75,3.54,7030000685.0
301607,富特科技,43.25,5.28,5028960066.0
836961,西磁科技,32.4,3.27,908943600.0
001336,楚环科技,37.33,1.79,1396891430.0
600561,江西长运,170.75,1.54,1399625856.0
688788,科思科技,-10.59,1.28,2961999379.0
002231,奥维通信,-145.75,5.88,1838305090.0
002775,文科股份,103.59,8.4,1856686825.0
601398,工商银行,6.73,0.66,2295256295653.0
300886,华业香料,55.49,2.75,1525395300.0
300903,科翔股份,-16.77,1.57,3300967599.0
838402,硅烷科技,21.32,2.11,3519980959.0
301015,百洋医药,18.93,5.5,13955038186.0
300244,迪安诊断,56.19,1.15,8062234724.0
301296,新巨丰,20.4,1.42,3507000000.0
300823,建科智能,41.86,1.75,1641213569.0
603421,鼎信通讯,-40.76,1.19,3965318307.0
301125,腾亚精工,-74.37,2.39,1400568250.0
002401,中远海科,27.8,3.76,6214296317.0
300057,万顺新材,-241.67,0.83,4507594616.0
003008,开普检测,24.17,1.82,1901120000.0
603577,汇金通,23.52,1.4,2584239942.0
301552,科力装备,22.65,3.33,3576120000.0
600064,南京高科,5.8,0.65,11870129958.0
002361,神剑股份,91.14,1.47,3262049944.0
688128,中国电研,20.38,2.73,8017190000.0
301265,华新环保,62.28,1.36,2772204615.0
002620,瑞和股份,-6.97,7.91,1151356700.0
002838,道恩股份,34.54,1.56,4614725027.0
873703,广厦环能,12.1,2.26,2302847400.0
300083,创世纪,38.19,2.38,12086902396.0
605086,龙高股份,44.56,3.42,4040960000.0
300241,瑞丰光电,73.09,1.62,3410469182.0
301516,中远通,-145.43,3.82,5367017556.0
430685,新芝生物,30.83,1.58,805340281.0
688015,交控科技,82.68,1.4,3466065231.0
002893,京能热力,10.99,2.03,2523034800.0
000631,顺发恒业,96.49,1.13,6419347945.0
301172,君逸数码,83.33,2.5,3585120000.0
600269,赣粤高速,9.27,0.65,11630326930.0
600036,招商银行,6.66,1.04,995175107415.0
603279,景津装备,12.04,2.48,11044916120.0
601998,中信银行,5.2,0.57,369065892685.0
000058,深赛格,83.4,4.21,8495284637.0
002275,桂林三金,14.6,3.0,8790026256.0
002712,思美传媒,991.19,1.62,2296845556.0
301503,智迪科技,28.96,2.5,2486400000.0
600348,华阳股份,11.19,1.08,29076450000.0
300366,创意信息,-26.16,3.34,6063609977.0
300044,赛为智能,-500.25,6.04,3811707448.0
300115,长盈精密,22.17,2.54,19210921094.0
301177,迪阿股份,135.8,1.41,8912222800.0
688226,威腾电气,17.18,2.5,2705997039.0
605186,健麾信息,46.88,2.56,2770320000.0
600979,广安爱众,18.07,0.98,4365333199.0
000333,美的集团,14.49,3.66,602920010260.0
600825,新华传媒,81.55,1.94,4827381867.0
600234,*ST科新,-57.37,1.92,808564597.0
002654,万润科技,158.15,6.06,9112361424.0
301063,海锅股份,52.66,1.11,1690643729.0
002322,理工能科,19.5,1.95,5558309240.0
300487,蓝晓科技,33.99,8.13,27472634250.0
301065,本立科技,26.63,1.73,2209456800.0
301041,金百泽,81.45,3.94,2637129600.0
603291,联合水务,26.6,2.56,4418423106.0
000037,深南电A,-64.65,3.44,4894432280.0
603609,禾丰股份,-99.23,1.06,6757840312.0
603680,今创集团,21.61,1.24,6371633576.0
600876,凯盛新能,-59.34,1.42,6501946877.0
600663,陆家嘴,45.62,2.05,50703997548.0
300768,迪普科技,98.2,3.2,10224005139.0
603385,惠达卫浴,18.38,0.6,2217800741.0
605055,迎丰股份,37.21,1.78,2046000000.0
002714,牧原股份,143.01,3.76,237196327187.0
688028,沃尔德,24.98,1.4,2710121273.0
688251,井松智能,28.02,1.76,1433733523.0
300622,博士眼镜,40.23,5.71,4215019114.0
002921,联诚精密,-36.5,1.36,1372960436.0
873570,坤博精工,45.21,3.51,1204987904.0
603949,雪龙集团,35.06,2.32,2297167078.0
603900,莱绅通灵,-28.79,1.04,2134354685.0
600975,新五丰,-15.88,2.86,7845236445.0
833751,惠同新材,22.6,2.34,843501600.0
301526,国际复材,-76.6,1.77,14668715607.0
688429,时创能源,-25.1,3.09,6692013384.0
603306,华懋科技,26.4,2.09,6988341263.0
300092,科新机电,15.39,1.92,2985763654.0
301396,宏景科技,-135.17,2.07,2604315536.0
301050,雷电微力,24.8,3.85,10336763980.0
002296,辉煌科技,14.83,1.57,3338704199.0
688469,芯联集成-U,-32.14,2.52,30260189015.0
603519,立霸股份,20.47,2.49,3116035716.0
301112,信邦智能,-69.62,2.07,2451226518.0
688383,新益昌,43.59,4.0,5778719088.0
000422,湖北宜化,13.32,1.97,14381107375.0
831834,三维股份,19.91,2.42,656400027.0
300533,冰川网络,-3.73,3.8,3847260679.0
300419,浩丰科技,297.61,5.38,2445562571.0
000737,北方铜业,18.09,3.21,16643363408.0
603507,振江股份,17.82,1.8,4399272198.0
837092,汉鑫科技,157.56,3.98,1530885402.0
600706,曲江文旅,-6.14,3.96,2298088663.0
688981,中芯国际,172.62,3.93,568377119465.0
002282,博深股份,15.98,1.02,3514011781.0
301001,凯淳股份,253.86,2.25,1822400000.0
601339,百隆东方,17.72,0.88,8250000000.0
301292,海科新源,-13.89,1.02,3067973329.0
300168,万达信息,-14.73,5.49,10770075131.0
000777,中核科技,40.04,3.05,6051582874.0
600576,祥源文旅,48.89,2.12,5810561904.0
834599,同力股份,8.18,1.89,4852860750.0
688718,唯赛勃,44.14,2.13,1641978976.0
300095,华伍股份,59.75,1.38,2814604099.0
300281,金明精机,178.68,1.81,2312458162.0
000069,华侨城Ａ,-10.5,0.38,22184212226.0
002702,海欣食品,-77.28,1.76,1972948000.0
003816,中国广核,15.41,1.89,219163972174.0
301045,天禄科技,72.24,2.21,2176581203.0
000917,电广传媒,59.96,0.81,8391933521.0
836871,派特尔,18.28,2.26,553032120.0
600800,渤海化学,-4.17,1.27,2630807162.0
600748,上实发展,-16.5,0.59,5828818739.0
300805,电声股份,157.18,2.2,3343517000.0
000157,中联重科,13.48,1.1,61700524798.0
002915,中欣氟材,-72.33,2.29,3345814895.0
603819,神力股份,-15.93,2.46,1894252627.0
834062,科润智控,25.62,1.49,1033687975.0
300860,锋尚文化,117.49,1.5,4759918381.0
600615,丰华股份,350.82,2.79,1786194826.0
300433,蓝思科技,59.59,2.24,102651237489.0
300139,晓程科技,126.1,5.19,4997760000.0
002927,泰永长征,34.71,2.51,2566710070.0
603183,建研院,47.3,1.14,1788738329.0
600872,中炬高新,25.31,3.81,17708657831.0
603657,春光科技,195.59,1.68,1570980621.0
600149,廊坊发展,790.47,10.19,1509235200.0
001230,劲旅环境,15.71,1.22,2173316459.0
000096,广聚能源,112.36,1.86,5031840000.0
603098,森特股份,41.08,1.73,4716977808.0
600888,新疆众和,8.11,1.02,10393830973.0
600793,宜宾纸业,-11.15,3.51,1758425780.0
603706,东方环宇,13.43,1.93,3088832065.0
002882,金龙羽,39.18,3.13,6549777000.0
603677,奇精机械,26.7,2.06,2221225944.0
603655,朗博科技,68.5,3.06,1649360000.0
600016,民生银行,3.89,0.32,174691849823.0
601033,永兴股份,15.32,1.28,12933000000.0
600579,克劳斯,-5.18,9.93,2973982042.0
603633,徕木股份,27.8,1.47,2898045454.0
837748,路桥信息,-132.66,4.82,1412016000.0
833394,民士达,24.43,3.28,2164500000.0
600284,浦东建设,11.17,0.77,5821536000.0
002306,中科云网,-43.07,269.78,2435335000.0
000630,铜陵有色,10.56,1.4,46054513444.0
301361,众智科技,49.45,2.7,2982855040.0
002859,洁美科技,34.17,2.96,8286435933.0
601199,江南水务,15.45,1.38,5246529738.0
301429,森泰股份,24.94,1.47,1943536800.0
002331,皖通科技,-201.68,1.77,2961975752.0
301186,超达装备,24.08,1.94,2446504743.0
603203,快克智能,22.31,4.01,5301982607.0
605268,王力安防,31.31,2.16,3429217663.0
688798,艾为电子,82.29,4.0,15056032927.0
600276,恒瑞医药,47.85,7.7,328391037066.0
601020,华钰矿业,45.31,3.04,9896973905.0
603725,天安新材,18.41,2.76,1963283459.0
600008,首创环保,12.9,1.23,23636701980.0
002633,申科股份,90.99,2.88,1207500000.0
000928,中钢国际,11.01,1.16,9239111359.0
301525,儒竞科技,28.44,1.71,5319183715.0
600782,新钢股份,-75.65,0.44,11418717301.0
300539,横河精密,68.43,3.86,2065038798.0
300664,鹏鹞环保,11.43,0.85,3685089810.0
301019,宁波色母,25.98,2.25,2446079927.0
601177,杭齿前进,14.39,1.33,3300517750.0
003029,吉大正元,-67.82,3.36,4230601960.0
603139,康惠制药,-74.32,1.38,1293446000.0
601699,潞安环能,11.15,1.08,49657392720.0
603021,山东华鹏,-7.98,7.55,1036631747.0
600636,国新文化,-53.19,1.62,3908253906.0
300971,博亚精工,30.96,1.73,1701840000.0
000421,南京公用,-85.95,1.15,3039209980.0
301102,兆讯传媒,48.26,1.31,3950380000.0
300034,钢研高纳,36.7,3.84,13200595252.0
837046,亿能电力,43.53,3.41,820326500.0
600496,精工钢构,10.47,0.67,5716594079.0
300817,双飞集团,40.32,2.73,2746191859.0
002377,国创高新,-69.12,3.62,1860140158.0
000779,甘咨询,14.93,1.0,3774415150.0
688163,赛伦生物,32.64,1.92,2109207800.0
600581,八一钢铁,-3.47,4.69,5000747278.0
600970,中材国际,10.37,1.48,29009399013.0
688450,光格科技,-37.28,1.42,1503480000.0
836675,秉扬科技,15.45,1.91,1120852740.0
001238,浙江正特,31.69,2.54,2864400000.0
300230,永利股份,16.93,1.1,3321958587.0
600152,维科技术,-206.11,1.68,3015047148.0
301600,慧翰股份,33.65,4.18,4998889000.0
835237,力佳科技,14.23,2.0,920415600.0
839493,并行科技,302.81,7.41,2562120000.0
603797,联泰环保,9.83,0.69,2143865035.0
600528,中铁工业,9.7,0.78,18127860958.0
600186,莲花控股,36.28,4.46,7316464655.0
000059,华锦股份,-4.83,0.53,7181496991.0
300279,和晶科技,47.34,3.15,2998179874.0
300883,龙利得,216.53,1.19,1698860000.0
000034,神州数码,19.92,2.25,20288357204.0
688051,佳华科技,-26.3,1.96,1552093380.0
600491,龙元建设,-12.35,0.47,5017606092.0
300220,金运激光,475.31,20.27,1239840000.0
002547,春兴精工,-14.55,31.84,3700027511.0
000620,新华联,99.26,1.77,9629776666.0
002584,西陇科学,47.82,1.77,4084810626.0
601798,蓝科高新,-105.21,1.55,2038537139.0
600874,创业环保,10.7,0.97,9029903989.0
603328,依顿电子,18.13,2.45,9435282674.0
601375,中原证券,52.13,1.49,20985838844.0
601899,紫金矿业,15.57,3.76,469631297570.0
600764,中国海防,123.98,2.29,18689552852.0
300560,中富通,148.82,3.04,3306010721.0
600997,开滦股份,11.52,0.78,11098720958.0
300072,海新能科,-11.86,1.17,7730579794.0
002110,三钢闽光,-17.22,0.4,8065685823.0
300748,金力永磁,76.32,2.73,18268314698.0
688701,卓锦股份,-15.24,2.79,718383940.0
600529,山东药玻,19.26,2.43,18302477237.0
002278,神开股份,84.87,1.65,1797713661.0
688010,福光股份,-37.79,1.6,2644449190.0
002664,信质集团,27.06,1.5,5199287622.0
002061,浙江交科,10.46,0.74,10708448148.0
002053,云南能投,10.01,1.56,11380216175.0
000158,常山北明,-59.48,5.17,28982921152.0
600848,上海临港,43.72,1.47,27041060683.0
603829,洛凯股份,21.19,2.56,2507200000.0
603324,盛剑科技,27.44,2.24,3636422625.0
300787,海能实业,50.7,2.33,3373615258.0
001226,拓山重工,71.25,2.35,1727040771.0
603162,海通发展,17.94,2.25,8692012726.0
300804,广康生化,39.71,1.33,1744180000.0
002696,百洋股份,-31.94,1.15,1575948292.0
301083,百胜智能,67.06,3.0,2431437338.0
002698,博实股份,25.63,4.03,13978376841.0
301251,威尔高,51.09,2.7,3904031040.0
301033,迈普医学,44.36,4.51,2873738369.0
300302,同有科技,76.95,5.05,6949325071.0
300107,建新股份,223.85,3.58,5346956769.0
603009,北特科技,111.84,4.85,8476198559.0
300658,延江股份,32.23,1.32,1793598526.0
603528,多伦科技,125.22,2.52,4976807424.0
600177,雅戈尔,9.77,0.94,36432722188.0
603322,超讯通信,83.34,14.55,4707117597.0
688379,华光新材,16.92,1.6,1521410461.0
300983,尤安设计,-50.06,1.04,3155328000.0
605258,协和电子,38.17,2.06,2411200000.0
600015,华夏银行,4.78,0.42,119043664941.0
002613,北玻股份,24.79,2.04,3505015800.0
000920,沃顿科技,21.19,2.28,4125982360.0
300864,南大环境,18.77,2.84,3509721603.0
603030,全筑股份,-165.01,2.67,2739221722.0
001379,腾达科技,54.16,3.02,4328000000.0
300121,阳谷华泰,12.88,1.17,3574575615.0
000959,首钢股份,32.79,0.52,25887356797.0
836717,瑞星股份,64.29,1.29,716750000.0
002446,盛路通信,57.67,1.76,5720760775.0
000926,福星股份,52.11,0.33,3982411935.0
000802,北京文化,-59.24,3.18,3880179382.0
600361,创新新材,14.8,1.65,17128007640.0
688563,航材股份,38.34,2.36,23854500000.0
605218,伟时电子,108.17,3.31,4177920820.0
601101,昊华能源,8.06,1.18,13838380069.0
000062,深圳华强,75.5,3.73,26660228618.0
600279,重庆港,50.78,0.79,4961101063.0
603839,安正时尚,-82.75,1.02,2004045043.0
002350,北京科锐,-124.55,1.75,2950282549.0
000791,甘肃能源,17.52,1.14,10051394560.0
300096,ST易联众,-13.66,4.78,1440500000.0
605398,新炬网络,79.29,2.8,2930521986.0
688498,源杰科技,524.39,5.39,11275812740.0
833914,远航精密,16.81,1.15,1006000000.0
603678,XD火炬电,35.7,2.18,11728920139.0
600088,中视传媒,-167.52,5.07,6176380392.0
600217,中再资环,27.9,2.49,9050789055.0
000892,欢瑞世纪,89.9,2.54,2884082591.0
600761,安徽合力,11.18,1.81,17965272989.0
600641,万业企业,-85.62,1.47,12126107858.0
300651,金陵体育,62.29,2.17,1677598558.0
300306,远方信息,42.8,2.07,3052682130.0
600720,中交设计,15.91,1.62,19957338096.0
002553,南方精工,-2406.6,2.95,3372120000.0
301386,未来电器,33.04,2.06,2951200000.0
871753,天纺标,144.83,7.79,2951722384.0
600251,冠农股份,9.75,1.61,5897381295.0
000767,晋控电力,-10.35,1.35,7784663814.0
688013,天臣医疗,24.32,2.5,1403180324.0
603365,水星家纺,12.14,1.27,3546902250.0
002749,国光股份,13.64,2.83,5928404544.0
300693,盛弘股份,21.71,5.03,7879793435.0
601279,英利汽车,81.42,1.41,6025986743.0
300913,兆龙互连,74.45,7.95,8877011371.0
000637,茂化实华,-9.34,2.74,1757178703.0
603836,海程邦达,18.26,1.45,2602382805.0
300423,昇辉科技,132.32,2.13,3154221579.0
600444,国机通用,47.23,3.05,2105547382.0
688170,德龙激光,-124.12,1.95,2449632000.0
300822,贝仕达克,47.2,2.84,3560858766.0
002978,安宁股份,13.17,1.91,11552810000.0
002826,易明医药,21.4,2.32,1697031975.0
600783,鲁信创投,20.7,2.05,9780881123.0
000599,青岛双星,-30.33,1.66,3463058105.0
601677,明泰铝业,8.39,1.06,17946649110.0
000985,大庆华科,123.54,3.36,1982187955.0
002539,云图控股,10.74,1.15,9746330759.0
600740,山西焦化,29.59,0.71,10889014905.0
600198,大唐电信,-80.66,40.14,9972567089.0
002472,双环传动,24.31,2.8,22997464870.0
600062,华润双鹤,11.41,2.4,23873161748.0
688132,邦彦技术,31.19,1.55,2396024711.0
603823,百合花,19.5,1.71,3907768887.0
600863,内蒙华电,8.64,1.9,30545834955.0
603629,利通电子,51.43,2.59,4314838000.0
300477,合纵科技,-11.97,1.89,3194615687.0
301389,隆扬电子,68.48,1.9,4110750000.0
873806,云星宇,47.59,2.18,3079543470.0
601005,重庆钢铁,-8.28,0.6,11415810902.0
600936,广西广电,-5.65,3.7,4277827172.0
300512,中亚股份,41.99,1.73,2784187176.0
833454,同心传动,53.64,3.1,942747000.0
601811,新华文轩,12.91,1.36,18482938180.0
300155,安居宝,-70.43,2.05,2643382674.0
001223,欧克科技,28.59,1.37,2571180800.0
002785,万里石,710.0,6.31,6118731765.0
001299,美能能源,29.47,1.83,2333491431.0
300067,安诺其,244.89,2.13,5448647989.0
601890,亚星锚链,26.73,2.13,7416162000.0
601117,中国化学,8.78,0.82,49850015786.0
688700,东威科技,61.07,3.96,6800566994.0
603332,苏州龙杰,27.4,1.35,1674527204.0
300448,浩云科技,327.43,3.1,4072632816.0
300208,*ST中程,-7.75,-3.17,1611371250.0
000677,恒天海龙,49.68,5.34,2600573623.0
300814,中富电路,103.93,4.68,5296785484.0
600522,中天科技,17.62,1.52,51433151256.0
688329,艾隆科技,-29.99,1.45,1130208000.0
603172,万丰股份,70.06,1.78,1837976400.0
300616,尚品宅配,-14.15,0.83,2997288333.0
002988,豪美新材,15.57,1.52,3848345160.0
002494,华斯股份,94.97,1.07,1301721977.0
600864,哈投股份,55.07,1.01,12566645941.0
300797,钢研纳克,48.02,4.19,4627848000.0
300041,回天新材,17.65,1.74,4827816322.0
301360,荣旗科技,97.59,2.37,2716606200.0
000019,深粮控股,28.94,1.58,7468428446.0
600818,中路股份,949.52,7.72,4722069798.0
603685,晨丰科技,82.66,1.75,1972322788.0
603093,南华期货,16.62,1.95,7650226298.0
301095,广立微,1825.58,2.99,9260000000.0
873167,新赣江,25.6,1.67,797897675.0
002415,海康威视,27.65,3.8,280042905228.0
430489,佳先股份,33.87,2.46,1241778720.0
605003,众望布艺,18.85,1.26,1765500000.0
839273,一致魔芋,12.99,1.53,864396880.0
301051,信濠光电,-19.19,1.84,4696834464.0
688150,莱特光电,39.71,4.26,7344485926.0
300062,中能电气,60.9,2.41,3150367748.0
603182,嘉华股份,16.1,1.82,1861060500.0
